# NT-Forensik — Schwachstellenbereiche core
# Quelle: Wordfence Intelligence, Defiant Inc. Siehe ../QUELLEN.md
# slug	von	von_inkl	bis	bis_inkl	behoben	cve	cvss	kev	quelle
wordpress	*	1	0.70	1	0.71	CVE-2003-1599	9.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/da760bcf-b252-4b88-9f54-af0a097e3295?source=api-prod
wordpress	*	1	0.72	0	0.72	CVE-2003-1598	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/0534bc03-5d7d-47fe-9c07-c9a61af38df2?source=api-prod
wordpress	*	1	1.0	1	1.1.1	CVE-2007-4544	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/d1c80d7c-0eab-4437-ad03-9789d34638a1?source=api-prod
wordpress	*	1	1.2	0	1.2	CVE-2004-1559	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/e8687bf7-4172-4cc3-bd6e-830fc5fc28e9?source=api-prod
wordpress	*	1	1.2.1	0	1.2.1	CVE-2004-1584	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/ec8ad817-9716-4d29-a02a-57eb9aa58a13?source=api-prod
wordpress	*	1	1.2.3	1	1.2.4	CVE-2007-3544	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/0848d526-9530-40f3-8430-499d96b9a1b1?source=api-prod
wordpress	*	1	1.2.5	0	1.2.5	CVE-2007-4894	9.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/a5c290a1-b58a-4b5c-8112-076d5b17d940?source=api-prod
wordpress	*	1	1.2.5a	0	1.2.5a	CVE-2007-4893	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/26daa367-ef73-4ae0-843e-6d5366cc4ecd?source=api-prod
wordpress	*	1	1.3.1	1	1.3.2	CVE-2008-5695	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/8afcb18c-71e6-4c77-b0f9-0700ee05966e?source=api-prod
wordpress	*	1	1.5.1	0	1.5.1	CVE-2005-1687	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/faf3fb76-847f-447f-b6c6-49bd0d30d3c7?source=api-prod
wordpress	*	1	1.5.1	0	1.5.1	CVE-2005-1688	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/3d3b090a-71a3-4430-871d-f19ee1033e01?source=api-prod
wordpress	*	1	1.5.1	1	1.5.1.2	CVE-2005-1102	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/1d2f973a-1fb3-4c75-8c33-6d1fadf9c906?source=api-prod
wordpress	*	1	1.5.1.1	1	1.5.1.2	CVE-2005-1810	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/78669d4f-3c1e-49e6-af8d-56f105f99d01?source=api-prod
wordpress	*	1	1.5.1.2	1	1.5.1.3	CVE-2005-2107	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/35ac717c-e299-4a56-bead-cb1d050da75c?source=api-prod
wordpress	*	1	1.5.1.2	1	1.5.1.3	CVE-2005-2109	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/f25d0409-dbca-4c5a-9f43-fc03e5307d0f?source=api-prod
wordpress	*	1	1.5.1.2	1	1.5.1.3	CVE-2005-2110	7.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/bf48087a-f729-488a-8e40-f4e010ccd5a7?source=api-prod
wordpress	*	1	1.5.1.3	0	1.5.1.3	CVE-2005-2108	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/11d53df8-f7b3-467c-8b3a-515974f1ea69?source=api-prod
wordpress	*	1	1.5.1.3	1	1.5.2	CVE-2005-2612	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/fbe42214-0a01-4b9c-8149-68c47082d9d9?source=api-prod
wordpress	*	1	1.5.2	0	1.5.2	CVE-2005-4463	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/5bfd1650-0cc1-4b1c-9fc2-c940d841a147?source=api-prod
wordpress	*	1	1.5.2	1	2.0	CVE-2006-1012	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/8ba30cbb-7a20-47aa-bbd6-82fdb27d4705?source=api-prod
wordpress	*	1	2.0	1	2.0.1	CVE-2006-1796	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/8d874540-dced-420d-81c0-46c185df10f1?source=api-prod
wordpress	*	1	2.0.1	1	2.0.2	CVE-2006-0985	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/dab0ddfb-6e30-4bde-95fb-90570579ff04?source=api-prod
wordpress	*	1	2.0.1	1	2.0.2	CVE-2006-0986	7.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/06e4d7e3-c800-4b3d-9504-c69aa9a918fb?source=api-prod
wordpress	*	1	2.0.10	0	2.0.10	CVE-2007-1599	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/9f7469ec-cbd5-4f13-8455-b907f2542836?source=api-prod
wordpress	*	1	2.0.10	1	2.0.11	CVE-2007-4139	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/64b4faf1-c2f2-43cd-900e-22edce3145a8?source=api-prod
wordpress	*	1	2.0.10	1	2.0.11	CVE-2007-4154	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/f582eb1d-fcd0-4758-9922-969f8eb6efea?source=api-prod
wordpress	*	1	2.0.11	1	2.1	CVE-2008-0195	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/63fd62b2-455e-449b-b46a-78c5d2b86cde?source=api-prod
wordpress	*	1	2.0.11	1	2.1	CVE-2013-7233	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/f8758fd2-9f43-4e31-b496-50b77180bc07?source=api-prod
wordpress	*	1	2.0.2	0	2.0.2	CVE-2006-1263	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/c8313827-f3ce-451d-869a-99684f58daff?source=api-prod
wordpress	*	1	2.0.2	0	2.0.2	CVE-2007-5105	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/54285c08-c9c8-4576-b1e8-e3b1c584c4bb?source=api-prod
wordpress	*	1	2.0.2	1	2.0.3	CVE-2006-2667	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/cc0d15ab-e0a4-4ac5-8558-23aeaf00b11a?source=api-prod
wordpress	*	1	2.0.2	1	2.0.3	CVE-2006-2702	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/71b521b5-acb5-4439-90f8-7d341291d583?source=api-prod
wordpress	*	1	2.0.3	1	2.0.4	CVE-2006-3390	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/159b5565-f4d8-4514-9397-20b6a0890475?source=api-prod
wordpress	*	1	2.0.3	1	2.0.4	CVE-2007-5106	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/1d305711-7a84-46c2-b333-02f5a745d76c?source=api-prod
wordpress	*	1	2.0.3	1	2.0.4	CVE-2008-0194	6.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/6f998b76-9fa8-47c4-a95b-bdb5db5893e4?source=api-prod
wordpress	*	1	2.0.4	0	2.0.4	CVE-2006-4028	9.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/2ab6e751-dc23-442f-b22e-ee41fd6651f6?source=api-prod
wordpress	*	1	2.0.4	1	2.0.5	CVE-2006-5705	6.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/83ec5fa5-2fd9-4c7d-a2f1-de885746d2d3?source=api-prod
wordpress	*	1	2.0.4	1	2.0.5	CVE-2006-6016	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/91531e13-5344-442c-99d3-8ccfd61b715d?source=api-prod
wordpress	*	1	2.0.4	1	2.0.5	CVE-2006-6017	6.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/be4515d8-0d5d-4925-a9a4-64ba9d51fe02?source=api-prod
wordpress	*	1	2.0.5	1	2.0.6	CVE-2006-6808	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/4deae680-4829-4e24-b67b-4066ec9ce4da?source=api-prod
wordpress	*	1	2.0.5	1	2.0.6	CVE-2007-0106	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/37f7f9ef-d57a-41e9-bd2c-2aa04a82b6c4?source=api-prod
wordpress	*	1	2.0.5	1	2.0.6	CVE-2007-0107	9.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/f4393526-6357-40ee-a024-f461d0430a62?source=api-prod
wordpress	*	1	2.0.5	1	2.0.6	CVE-2007-0109	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/1f2845a5-7572-4533-8949-08bee99fca20?source=api-prod
wordpress	*	1	2.0.6	1	2.0.7	CVE-2007-0233	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/c3b42bd3-f7d3-43d1-bdd8-4389fd82e1e9?source=api-prod
wordpress	*	1	2.0.6	1	2.0.7	CVE-2007-0262	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/b1446daf-662d-479c-8fc5-80b27b04d6c4?source=api-prod
wordpress	*	1	2.0.9	0	2.0.9	CVE-2007-1049	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/b16d675f-1b62-4e3e-b91b-7bdb1e70a221?source=api-prod
wordpress	*	1	2.0.9	1	2.0.10	CVE-2007-1622	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/a6074c97-619d-4f47-97c7-781c7a38019d?source=api-prod
wordpress	*	1	2.0.9	1	2.0.10	CVE-2007-1894	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/c7d04f7d-d114-4104-a7cb-298c148e2b6d?source=api-prod
wordpress	*	1	2.0.9	1	2.0.10	CVE-2008-0192	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/e8fcc105-0b37-47a7-a726-fee33b86790e?source=api-prod
wordpress	*	1	2.1	0	2.1	CVE-2007-0539	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/94332eb8-0961-4c8d-97bb-3d5d08e8119f?source=api-prod
wordpress	*	1	2.1	0	2.1	CVE-2007-0541	6.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/c84e274e-292f-4d0f-b847-4a786b4cb15a?source=api-prod
wordpress	*	1	2.1.1	1	2.1.2	CVE-2007-1230	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/a9162c2e-e765-4bda-b09f-982603b5797a?source=api-prod
wordpress	*	1	2.1.1	1	2.1.2	CVE-2007-1244	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/c6670e56-ae81-4b1b-8274-bf355a411e92?source=api-prod
wordpress	*	1	2.1.2	1	2.1.3	CVE-2007-1893	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/292be50c-6eab-4462-b46c-c7763e8aa223?source=api-prod
wordpress	*	1	2.1.3	0	2.1.3	CVE-2007-1897	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/65c72e79-f0a9-4293-98be-956d8e4afb83?source=api-prod
wordpress	*	1	2.2	1	2.2.1	CVE-2007-2627	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/f460d529-f15e-4c23-ad67-94d3f4bc0c2e?source=api-prod
wordpress	*	1	2.2	1	2.2.1	CVE-2007-3140	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/bd715375-6bf8-4602-9554-b1f81aa5afa2?source=api-prod
wordpress	*	1	2.2	1	2.2.1	CVE-2007-3543	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/ac4c6bd8-179f-4553-b1b4-549300bae374?source=api-prod
wordpress	*	1	2.2.1	1	2.2.2	CVE-2007-3544	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/0848d526-9530-40f3-8430-499d96b9a1b1?source=api-prod
wordpress	*	1	2.2.1	1	2.2.2	CVE-2007-3639	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/2822114a-ffc2-43dd-bbf1-e4504aababfb?source=api-prod
wordpress	*	1	2.2.1	1	2.2.2	CVE-2007-4153	5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/8f896e4a-565a-4545-9683-045cd08ccca0?source=api-prod
wordpress	*	1	2.2.2	1	2.2.3	CVE-2007-4893	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/26daa367-ef73-4ae0-843e-6d5366cc4ecd?source=api-prod
wordpress	*	1	2.2.2	1	2.2.3	CVE-2008-2146	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/a5ef4d74-aa5d-4d6d-af2c-bda506fb394d?source=api-prod
wordpress	*	1	2.2.3	0	2.2.3	CVE-2007-4894	9.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/a5c290a1-b58a-4b5c-8112-076d5b17d940?source=api-prod
wordpress	*	1	2.3	1	2.3.1	CVE-2007-5710	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/044babea-8c04-4461-be53-80f2171da619?source=api-prod
wordpress	*	1	2.3.1	1	2.3.2	CVE-2007-6318	9.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/2ad674f7-aff6-432d-9c4c-95aebf8fcf6b?source=api-prod
wordpress	*	1	2.3.2	1	2.3.3	CVE-2008-0664	6.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/940aabdc-e98e-45be-87dd-cafae45f2474?source=api-prod
wordpress	*	1	2.3.2	1	2.3.3	CVE-2008-1304	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/372632cb-8dfd-4d74-a765-c8fb9d0f1b78?source=api-prod
wordpress	*	1	2.3.2	1	2.3.3	CVE-2008-5695	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/8afcb18c-71e6-4c77-b0f9-0700ee05966e?source=api-prod
wordpress	*	1	2.3.3	1	2.5.1	CVE-2008-4769	7.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/38b27ee7-0e92-47ad-89f8-1a3c8d5c9442?source=api-prod
wordpress	*	1	2.4	1	2.5	CVE-2008-0191	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/33c666af-b51f-4d9e-9c32-ca0a124cd4b7?source=api-prod
wordpress	*	1	2.5	1	2.5.1	CVE-2008-1930	8.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/0a16651c-613b-462b-9d73-10a74892ecdc?source=api-prod
wordpress	*	1	2.5	1	2.5.1	CVE-2008-2068	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/4a1e77de-0207-412d-857d-ab6947116669?source=api-prod
wordpress	*	1	2.5.1	1	2.5.2	CVE-2008-2392	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/4fa453f3-d361-452c-940a-108252c9f302?source=api-prod
wordpress	*	1	2.6	0	2.6	CVE-2008-3233	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/cf803368-64ff-4dbe-85ae-af30e18bc833?source=api-prod
wordpress	*	1	2.6	0	2.6	CVE-2008-4671	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/20283c28-6640-4082-82ca-7f8769e4ccc0?source=api-prod
wordpress	*	1	2.6	1	2.6.1	CVE-2008-3747	5.9		https://www.wordfence.com/threat-intel/vulnerabilities/id/33e8a48e-0ddb-4278-a023-818aebe92dab?source=api-prod
wordpress	*	1	2.6.1	1	2.6.2	CVE-2008-4106	8.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/354a5b89-8845-4486-8cc5-7339a6a107c0?source=api-prod
wordpress	*	1	2.6.1	1	2.6.2	CVE-2008-4107	6.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/edc0d90f-41a7-430a-a994-57be7fba8753?source=api-prod
wordpress	*	1	2.6.1	1	2.7	CVE-2008-6767	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/28bcaf28-bb75-4d55-9e9b-afa760fc793e?source=api-prod
wordpress	*	1	2.6.4	1	2.6.5	CVE-2008-5278	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/e669ae60-c015-4b84-86a8-56aab9fe23bd?source=api-prod
wordpress	*	1	2.7	0	2.7	CVE-2009-1030	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/0cd4d88d-0a88-4b81-a2f6-a98a0ddfdfb6?source=api-prod
wordpress	*	1	2.7.1	1	2.8	CVE-2009-2431	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/d84cf972-be7e-497c-b360-2ea491e44ad6?source=api-prod
wordpress	*	1	2.8	1	2.8.1	CVE-2009-2334	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/50f58944-1a12-4bac-9f90-8b0e1d109d11?source=api-prod
wordpress	*	1	2.8	1	2.8.1	CVE-2009-2335	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/7b23308d-7439-4dd2-9ec7-57b987909121?source=api-prod
wordpress	*	1	2.8	1	2.8.1	CVE-2009-2336	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/08f83fd1-5e8c-472f-819a-6078a5d2a56b?source=api-prod
wordpress	*	1	2.8	1	2.8.1	CVE-2009-2432	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/79ea853e-9d1d-4be0-8fd4-a80a924018ae?source=api-prod
wordpress	*	1	2.8.1	0	2.8.1	CVE-2008-6762	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/cb072bfa-991a-4839-996d-fdc803427076?source=api-prod
wordpress	*	1	2.8.1	1	2.8.2	CVE-2009-2851	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/d0318ed9-a464-498b-a821-f7746740937c?source=api-prod
wordpress	*	1	2.8.2	1	2.8.3	CVE-2009-2853	7.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/9ab55dea-84d5-4ed6-a693-8c8de9b7c7dd?source=api-prod
wordpress	*	1	2.8.2	1	2.8.3	CVE-2009-2854	7.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/120fa415-81e3-4084-8943-df83cde334c5?source=api-prod
wordpress	*	1	2.8.3	1	2.8.4	CVE-2009-2762	7.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/d928b738-d8ed-447a-b604-e71e90d4d23d?source=api-prod
wordpress	*	1	2.8.4	1	2.8.5	CVE-2009-3622	6.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/81bf9a8d-fc70-45d9-a352-4a5bfb2c43f4?source=api-prod
wordpress	*	1	2.8.5	1	2.8.6	CVE-2009-3890	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/f9ce0ae8-4729-4236-b4e8-e5726f4d3101?source=api-prod
wordpress	*	1	2.8.5	1	2.8.6	CVE-2009-3891	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/9f9bbe9a-faac-4f41-b2be-ddf6ff80d9c7?source=api-prod
wordpress	*	1	2.9.2	0	2.9.2	CVE-2010-0682	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/43d46ada-4cbf-40e4-a0e5-685d8bf1a8a5?source=api-prod
wordpress	*	1	3.0.1	0	3.0.1	CVE-2010-5297	4.7		https://www.wordfence.com/threat-intel/vulnerabilities/id/221872e2-7929-4fba-8a57-7d9fd73a76db?source=api-prod
wordpress	*	1	3.0.1	1	3.0.2	CVE-2010-4257	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/5804b9da-11cd-4cb4-aa92-2c9e90aa527f?source=api-prod
wordpress	*	1	3.0.2	0	3.0.2	CVE-2010-5293	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/12072b77-fe68-4304-8230-7c137a8d05ac?source=api-prod
wordpress	*	1	3.0.2	0	3.0.2	CVE-2010-5294	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/43039c47-a34f-4020-9009-473e93468e21?source=api-prod
wordpress	*	1	3.0.2	0	3.0.2	CVE-2010-5295	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/9fe1178e-aca3-4f52-85e1-7d04b866a073?source=api-prod
wordpress	*	1	3.0.2	0	3.0.2	CVE-2010-5296	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/a19ef0d7-fd44-45ea-8fb1-b99c270072c4?source=api-prod
wordpress	*	1	3.0.2	1	3.0.3	CVE-2010-5106	6.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/0eff89a8-07b7-49fc-b68d-9efd87fcac3c?source=api-prod
wordpress	*	1	3.0.3	1	3.0.4	CVE-2010-4536	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/2a521be2-b3ce-47de-8a28-aeff94942d85?source=api-prod
wordpress	*	1	3.0.4	1	3.0.5	CVE-2011-0700	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/22bf2719-335d-4331-8c59-648f6f903ffa?source=api-prod
wordpress	*	1	3.0.4	1	3.0.5	CVE-2011-0701	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/2761c5e9-7c4c-4257-9b55-587c02d07153?source=api-prod
wordpress	*	1	3.0.6	0	3.0.6	CVE-2011-5270	6.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/64f51991-f767-4f7b-94e7-68c0e2214849?source=api-prod
wordpress	*	1	3.1	1	3.1.1	CVE-2011-4956	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/4ac29d1c-0aae-4355-90df-24c99d23c411?source=api-prod
wordpress	*	1	3.1.1	0	3.1.1	CVE-2011-4957	7.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/cefb979e-2b5b-4820-a350-ee106131f0f9?source=api-prod
wordpress	*	1	3.1.1	1	3.1.2	CVE-2011-1762	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/c248606f-2d79-46c1-8975-e111b9118ceb?source=api-prod
wordpress	*	1	3.1.2	1	3.1.3	CVE-2011-3125	6.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/501e3c8a-350e-4431-b6a2-012e837320bc?source=api-prod
wordpress	*	1	3.1.2	1	3.1.3	CVE-2011-3126	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/73163743-2bff-459d-bed9-593f6ce837fa?source=api-prod
wordpress	*	1	3.1.2	1	3.1.3	CVE-2011-3127	7.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/ee2c5df2-250a-4e35-9219-2630d8d9253a?source=api-prod
wordpress	*	1	3.1.2	1	3.1.3	CVE-2011-3128	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/ee01dab6-8e10-43aa-bc20-1f389f1e7d07?source=api-prod
wordpress	*	1	3.1.2	1	3.1.3	CVE-2011-3129	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/861da9ac-fd73-4bb5-bc39-baf9efe71899?source=api-prod
wordpress	*	1	3.1.2	1	3.1.3	CVE-2011-3130	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/86b2123f-9616-4dcc-904f-c7be802a8f8c?source=api-prod
wordpress	*	1	3.1.2	1	3.2	CVE-2011-3122	6.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/2d0529df-70be-4559-a760-5537e0fd4d1e?source=api-prod
wordpress	*	1	3.3	1	3.3.1	CVE-2012-0287	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/00376356-4a85-4898-a101-710e1cb5c6bb?source=api-prod
wordpress	*	1	3.3.1	1	3.3.2	CVE-2012-2400	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/b7c70db1-5058-45e5-bd12-3e2cab0338ad?source=api-prod
wordpress	*	1	3.3.1	1	3.3.2	CVE-2012-2402	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/f419b83c-9253-4ca6-a02a-7daad1819581?source=api-prod
wordpress	*	1	3.3.1	1	3.3.2	CVE-2012-2403	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/5dee21da-dd92-41e7-8547-fb49eecec03c?source=api-prod
wordpress	*	1	3.3.1	1	3.3.2	CVE-2012-2404	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/4fdf49e7-c89e-4b05-9236-ca28e715bc4a?source=api-prod
wordpress	*	1	3.3.1	1	3.3.2	CVE-2012-3414	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/87333eee-36ae-4272-b300-7352eb133745?source=api-prod
wordpress	*	1	3.3.2	0	3.3.2	CVE-2012-2401	6.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/1ab4dc20-ce50-4ad0-aff4-9fc529d1911f?source=api-prod
wordpress	*	1	3.3.2	0	3.3.2	CVE-2012-3414	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/d311aab4-fca8-4e83-83cf-c4b8350d7dd1?source=api-prod
wordpress	*	1	3.3.3	0	3.3.3	CVE-2012-6633	6.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/f29f9290-1f98-4019-997b-e33f2c151a5d?source=api-prod
wordpress	*	1	3.3.3	0	3.3.3	CVE-2012-6634	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/303380f7-d043-48d5-8edb-9d45f13d0d82?source=api-prod
wordpress	*	1	3.3.3	0	3.3.3	CVE-2012-6635	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/0ac7a936-70fa-41ce-89f7-ec6a77964c96?source=api-prod
wordpress	*	1	3.4	1	3.4.1	CVE-2012-3384	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/c77fce42-92e9-43bc-ab3b-599e036ed648?source=api-prod
wordpress	*	1	3.4	1	3.4.1	CVE-2012-3385	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/fceae728-ea72-4586-848f-3a45b6f9699a?source=api-prod
wordpress	*	1	3.4.1	1	3.4.2	CVE-2012-3383	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/779ecd51-16d6-4799-aad7-372c5d5f2884?source=api-prod
wordpress	*	1	3.4.1	1	3.4.2	CVE-2012-4422	3.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/342370a0-9364-40cd-9556-e53312e67548?source=api-prod
wordpress	*	1	3.4.2	0	3.4.2	CVE-2012-4421	6.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/14689386-fca5-48a6-9494-4a79b920d5f8?source=api-prod
wordpress	*	1	3.5	1	3.5.1	CVE-2013-0235	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/c544c86d-e414-49c2-ae57-3293b1a6409d?source=api-prod
wordpress	*	1	3.5	1	3.5.1	CVE-2013-0237	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/dbcdeda4-85b7-48d6-b89d-1d1756d183d2?source=api-prod
wordpress	*	1	3.5.1	0	3.5.1	CVE-2013-0236	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/ab66ac69-0617-4f9f-8ad3-4ab1502892bd?source=api-prod
wordpress	*	1	3.5.1	1	3.5.2	CVE-2012-2399	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/e1e973e3-f2a2-465c-aec7-5a7d4290c00b?source=api-prod
wordpress	*	1	3.5.1	1	3.5.2	CVE-2013-2199	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/9f6b9a90-4fa8-4cd0-bec8-6fa69a1b4681?source=api-prod
wordpress	*	1	3.5.1	1	3.5.2	CVE-2013-2200	6.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/d7d94443-3ab2-4d89-a580-2e9697d28cd7?source=api-prod
wordpress	*	1	3.5.1	1	3.5.2	CVE-2013-2201	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/81022d05-d1fc-4f27-9f89-b6f9c79cc084?source=api-prod
wordpress	*	1	3.5.1	1	3.5.2	CVE-2013-2202	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/65465de9-c527-4b18-8a52-c9cd2d594f72?source=api-prod
wordpress	*	1	3.5.1	1	3.5.2	CVE-2013-2203	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/d5f1ceb3-34b6-4d97-9787-d52a92f84662?source=api-prod
